ID,Name,Address,Coordinates,NumOfReview,Ratings,Zipcode,Cuisine
WIj12zDqIbBucW1hXYhrew,King's Kitchen,"92 E Broadway, New York, NY 10002","40.71399, -73.99367",295,4.0,10002,chinese
vZgJyMZlpSSS_Y-duxd4_A,Kings Co Imperial,"20 Skillman Ave, Brooklyn, NY 11211","40.71512, -73.95097",369,4.0,11211,chinese
VpInBiE272MaN1Hi0DA-Zw,Sachi Asian Bistro,"713 2nd Ave, New York, NY 10016","40.7478, -73.97406",241,4.0,10016,chinese
ItZ8CzZAGXGjB8_9HxDIXg,Grand Sichuan Eastern,"172 8th Ave, New York, NY 10011","40.74256, -74.00026",133,3.0,10011,chinese
xFp3xSQ43J-i7nmJfNBsZA,Norikoh,"43 W 24th St, New York, NY 10010","40.7433, -73.99137",602,4.0,10010,chinese
Jy7htqnnxlKB2vZO42_-aw,Ding Asian Szechuan Hot Pot Restaurant,"234 W 48th St, New York, NY 10036","40.76064, -73.98635",195,3.5,10036,chinese
I_Va7AZSHpEwX75S-3hHLQ,Noodle Fun,"1744 1st Ave, New York, NY 10128","40.7795333862305, -73.9470367431641",159,4.0,10128,chinese
P2bxlKAmRWZIpHdJ_JT3fg,East Harbor Seafood Palace ,"714 65th St, Brooklyn, NY 11220","40.633425, -74.014425",747,4.0,11220,chinese
Wbmqg0TkOVkzNh3HrJ9DIQ,Vietnaam,"1700 2nd Ave, New York, NY 10128","40.7791481018066, -73.9504165649414",859,4.0,10128,chinese
3eBV6HwWcdHzJW3sUH-2hw,ICHIRAN - Times Square,"152 W 49th St, New York, NY 10019","40.7600737531204, -73.9833259411037",619,4.5,10019,chinese
cqj7o7uZ_jboXL0BqO4YMg,Glaze Teriyaki,"643 Lexington Ave, New York, NY 10022","40.7591909, -73.9704258",324,3.5,10022,chinese
ePVlFbTzdVQFWie__kdplg,Main Noodle House,"1011 6th Ave, New York, NY 10018","40.752143, -73.986396",444,3.5,10018,chinese
cGSLzPA_SCWrN3cyT86Nhw,Dun Huang - Upper West,"1268 Amsterdam Ave, New York, NY 10027","40.81106, -73.95818",90,3.5,10027,chinese
LpVbI-E9C-CSp7WhU5h2Iw,Fishmarket Restaurant,"111 South St, New York, NY 10038","40.70717, -74.00192",599,4.5,10038,chinese
EvAJBgBdgOt1jx1EufRN7w,Jin Ramen,"462 Amsterdam Ave, New York, NY 10024","40.7854, -73.97709",1020,4.0,10024,chinese
2LcsDUTlvovnFz-SEcSJTQ,Astoria Seafood,"37-10 33rd St, Long Island City, NY 11101","40.754, -73.9298699",843,4.0,11101,chinese
gDCK63W5_8-tdCCWr92rbw,Shan,"191 Smith St, Brooklyn, NY 11201","40.68524, -73.99133",26,4.5,11201,chinese
RkcQl4uEJWblWf4xX8ssqQ,Wa Jeal Sichuan Chili House,"1588 2nd Ave, New York, NY 10028","40.77536, -73.95317",431,3.5,10028,chinese
DpfE0gPBXj-aj2pnEh4E2Q,Wei Williamsburg,"145 Borinquen Pl, Brooklyn, NY 11211","40.7107868, -73.9542168",203,4.0,11211,chinese
ykf5siP-2CXY3leFbeeabQ,An'Nam,"234 W 48th St, New York, NY 10036","40.7605285644531, -73.9863891601562",335,4.0,10036,chinese
DsH2GQdj6lX-znyfDFFhhQ,Goody Fresh Dimsum,"513 6th Ave, New York, NY 10011","40.73699, -73.99744",36,4.5,10011,chinese
Xf6e3HaP0AgMBxY7dEDkOA,99 Favor Taste - New York,"285 Grand St, New York, NY 10002","40.7176199, -73.99249",2023,4.0,10002,chinese
inp9N7bo9zqQSa8h8UBhqg,Empire Szechuan,"193 Columbus Ave, New York, NY 10023","40.775683, -73.980178",262,2.5,10023,chinese
LDF8GBzAPJ4bnJVo4Bf3xw,Empire Chinese Restaurant,"351 E 62nd St, New York, NY 10065","40.76188, -73.96122",4,4.0,10065,chinese
fNAIjp3E05b9lCQesnol8g,The Old Spot,"523 Jersey Ave, Jersey City, NJ 07302","40.72108, -74.04676",67,4.0,07302,chinese
IhSVn0TaX8xXb3wcQ-fgcA,Vanessa's Dumpling House,"118A Eldridge St, New York, NY 10002","40.71839, -73.9917399",2766,4.0,10002,chinese
0GftSP2dRwEzujkv2VKIgA,Wok Wok Southeast Asian Kitchen,"11 Mott St, New York, NY 10013","40.7140555, -73.9988387116394",1118,4.0,10013,chinese
DKGUSLiqNchBNatKoPM9QQ,Junzi Kitchen,"2896 Broadway, New York, NY 10025","40.8057641877461, -73.9652019005902",202,4.0,10025,chinese
U74_3F7r3tMhd6dmTmDBxQ,Macao Trading Company,"311 Church St, New York, NY 10013","40.719623, -74.003904",809,4.0,10013,chinese
SQT1chaH2EmwYgNvvodGLQ,Ocean Bay Seafood Restaurant,"83-02 Queens Blvd, Elmhurst, NY 11373","40.736896, -73.880196",56,3.5,11373,chinese
H_KyiRhwho8rdlw_R93_0Q,Marea,"240 Central Park S, New York, NY 10019","40.7674213694566, -73.9810554368179",2252,4.0,10019,chinese
-oj8yGjD32mIKQEOou-cKQ,New York Kimchi,"16 W 48th St, New York, NY 10036","40.75762940000175, -73.9792127116464",287,3.5,10036,chinese
6KWuxjK1ey72cW8LVuoV5A,Mr Bao,"208 Bedford Ave, New York, NY 11249","40.717057, -73.958764",56,4.0,11249,chinese
479rycCXZojMT9S0cl8Oxg,Yakiniku Gen,"250 E 52nd St, New York, NY 10022","40.75611, -73.96815",157,4.0,10022,chinese
vA2VEhW6S1ioX6tXtQdO9A,Lemon Grass Brooklyn,"156 Court St, Brooklyn, NY 11201","40.688684, -73.993137",652,4.0,11201,chinese
1YGpTYD8xIuUpK_beMhzSw,The Rice Noodle,"190 Bleecker St, New York, NY 10012","40.729087, -74.001525",141,4.0,10012,chinese
8YWLuLUKj0t_0_Xv06UUtw,Ye's Apothecary,"119 Orchard St, New York, NY 10002","40.71945, -73.9898",33,5.0,10002,chinese
eGIY_25KFspf8KefDQMj-Q,Lan Larb,"637 2nd Ave, New York, NY 10016","40.745373, -73.975807",335,4.0,10016,chinese
uPVYeVOSLmvAkbxM9cTAQg,Mamak House,"250 Rte 440, Jersey City, NJ 07305","40.705152, -74.099596",108,4.5,07305,chinese
sKIYGvENchifk1YwFe77pA,Saiguette,"935 Columbus Ave, New York, NY 10025","40.79902, -73.96281",680,4.5,10025,chinese
zj4vqgljRhxwWlvttgFRKQ,Wagamama - NoMad,"210 5th Ave, New York, NY 10010","40.74336, -73.98873",971,3.5,10010,chinese
8ZF3-QQ5ea8zQTeyZ2pIuQ,Four Four South Village,"11 E 7th St, New York, NY 10003","40.728920411124825, -73.9898209",64,4.5,10003,chinese
aK2ipD9K8-usBw_gkvvJuw,Nare Sushi,"115 E 57th St, New York, NY 10022","40.76143, -73.96992",385,4.0,10022,chinese
wpJGWi1LQsCd7Leq3Y4RqQ,Chef Tan Newport 蜀湘门第,"558 Washington Blvd, Jersey City, NJ 07310","40.7283333339534, -74.0344276659991",192,3.5,07310,chinese
k67-o4M_l_7LO_RxWBIpbA,Dainobu,"498 6th Ave, New York, NY 10011","40.736282, -73.9972",113,4.5,10011,chinese
qEe7nIhPfEL6L0-VYhWRrA,Raku,"48 Macdougal St, New York, NY 10012","40.72728, -74.00252",688,4.5,10012,chinese
VzstANC68PM1BbyOcDXEtw,Donburiya,"253 W 55th St, New York, NY 10019","40.76528, -73.98326",399,4.0,10019,chinese
aJKpUrLLNX3dy7NJCriqcQ,ER Hot Pot,"11 W 36th St, New York, NY 10018","40.75019, -73.98448",34,4.0,10018,chinese
xEDD2ScBU3jHhWxlMC7dkQ,Nougatine at Jean-Georges,"1 Central Park W, New York, NY 10023","40.76891, -73.98176",1201,4.0,10023,chinese
FXFQJmhK6elesopXdhjvFQ,Amber,"103 W 70th St, New York, NY 10023","40.77632084040014, -73.97993601948492",147,4.0,10023,chinese
B87c3bE_u53yNYO1cmHSIw,Flor de Mayo,"2651 Broadway, New York, NY 10025","40.797859, -73.969948",614,4.0,10025,chinese
ONQRhDuWv0e9R5xOiI7YAA,Gyu-Kaku Japanese BBQ,"321 W 44th St, Unit 103, New York, NY 10036","40.75908, -73.98989",1312,4.0,10036,chinese
Puyzn1gagH9TsJz7EBJs3g,Baji Baji,"145 1st Ave, New York, NY 10003","40.72821421354205, -73.98516918819301",49,4.5,10003,chinese
3GMHPnrkFAcqffw3T7JSdQ,Kitchen 79,"37-70 79th St, Jackson Heights, NY 11372","40.747551, -73.8868866",685,4.5,11372,chinese
_IkMfWpOkQXRZtJAYJUJIw,Hama Japanese Cuisine,"11 W 51st St, New York, NY 10019","40.7597846984863, -73.9776382446289",394,4.0,10019,chinese
pYC8aaoUcPp1FaPqVojS5g,Grand Master 95,"95 Chrystie St, New York, NY 10002","40.71776, -73.99422",25,5.0,10002,chinese
mDajKjZjRN4tVGEJFOgF9w,Wok 88,"1570 3rd Ave, New York, NY 10128","40.78042, -73.95322",314,3.5,10128,chinese
IIM-dzbOvg4x7h-AjHsq9Q,Bulbap Grill,"646 Manhattan Ave, Brooklyn, NY 11222","40.7243, -73.9509099",167,4.5,11222,chinese
W5RSIwNKBa7k0jeAs5KDYg,Mei Jin Ramen,"1574 2nd Ave, New York, NY 10028","40.775049, -73.953553",770,4.0,10028,chinese
vw_Xsqnep2odsL3l5-Tn1w,P.F. Chang's To Go,"938 3rd Ave, New York, NY 10022","40.7598503, -73.968008",29,3.0,10022,chinese
mESab-FqL5QqSVsnX72asQ,Zen Ramen & Sushi,"150 W 36th street, New York, NY 10018","40.75177475474212, -73.98897630211589",2384,4.5,10018,chinese
_7jEITBmNIMD73_ni89MaQ,KPOT Korean BBQ & Hot Pot,"414 Grand St, Jersey City, NJ 07302","40.71834, -74.0529",239,4.0,07302,chinese
p2zm0HnXZkI2yCAuYLb45g,Thai Market,"960 Amsterdam Ave, New York, NY 10025","40.80132, -73.96529",1063,4.0,10025,chinese
y_ylOQzCP-9D_4DcUIJ3jA,Shabu Tatsu East Village,"216 E 10th St, New York, NY 10003","40.729147, -73.985906",656,4.0,10003,chinese
DmTz35KvxO20mH-pJxLNpg,Xi'an Famous Foods,"96 8th Ave, New York, NY 10011","40.740203, -74.001963",82,4.0,10011,chinese
a-Bq_yXFVk2PptoWpmry3w,Pye Boat Noodle,"35-13 Broadway, Astoria, NY 11106","40.76043, -73.92152",922,4.5,11106,chinese
SSDOkx5enfRH3nsniS_2jA,5ive Spice,"52 5th Ave, Brooklyn, NY 11217","40.681442, -73.977241",836,4.5,11217,chinese
xWUL-j6TQyKQHIfOtetu-Q,HanGawi,"12 E 32nd St, New York, NY 10016","40.746612323020926, -73.98476051936564",1297,4.0,10016,chinese
xSY8MI449l9HvKJKBSlVHA,Korean Express,"807 Lexington Ave, New York, NY 10065","40.76423, -73.96654",328,3.5,10065,chinese
oNN202L_XcNM-tuDHlgkfg,Boon Chu Thai Place,"83-18 Broadway, Elmhurst, NY 11373","40.740638, -73.879645",351,4.0,11373,chinese
MMuhdLdOcQ5Ghtr0V_BwIg,Zou's,"38-14 Prince St, Flushing, NY 11354","40.75981, -73.83262",17,4.5,11354,chinese
EbX_9tqAJs4gW51gZpOB7g,Rasa,"25 W 8th St, New York, NY 10011","40.7327654, -73.9975674",802,4.0,10011,chinese
VG0XPr9jSrgd8p5WPD1HaQ,Ollies To Go,"307 E 77th St, New York, NY 10075","40.771918, -73.955451",90,3.5,10075,chinese
3C6c_zqRz_U2AyeN_7LTsg,Himalayan Yak,"72-20 Roosevelt Ave, Jackson Heights, NY 11372","40.74647, -73.89275",671,4.0,11372,chinese
zb78ua-FlfFRj8v082giBw,Jimmy's House,"162 E 25th St, New York, NY 10010","40.74016, -73.98256",138,3.5,10010,chinese
2Bg8Jfl2FvH1unmvxNS0dQ,Sik Gaek,"49-11 Roosevelt Ave, Woodside, NY 11377","40.743485, -73.9148356",596,4.0,11377,chinese
fRO4Fwe5uRAajMcTwLbVkA,Ayada Thai,"7708 Woodside Ave, Elmhurst, NY 11373","40.7433662414551, -73.8876037597656",1311,4.0,11373,chinese
0Lnp_fi3gI2bfJ8RcMDfjg,Gen,"659 Washington Ave, Brooklyn, NY 11238","40.677639, -73.963485",295,4.0,11238,chinese
wo7-TKh4B37RTBjPNtkp7w,Chengdu1,"166 15th St, Jersey City, NJ 07310","40.7323552298113, -74.039612951068",115,3.5,07310,chinese
Fv6ueSQwc_ITpXEhybHvtA,RA Sushi Times Square,"229 West 43rd St, Unit 221, New York, NY 10036","40.7574225387188, -73.9874100349182",858,3.5,10036,chinese
tS4aiWBYgzlqKX898jr3_w,Shun Wang,"81-25 Broadway, Elmhurst, NY 11373","40.7431373596191, -73.8830413818359",193,4.0,11373,chinese
3ESDUFulPVoMJdsqPQGm0A,Golden City Chinese Restaurant,"423 9th Ave, New York, NY 10001","40.753277148143, -73.996643608314",91,3.5,10001,chinese
Uc8LtqNWavguEarRXfwhRg,South Lions,"512 Washington St, Hoboken, NJ 07030","40.74266435596764, -74.02951334992215",67,4.0,07030,chinese
g0Xj6-LnjP34zVpHTN9V7Q,Manna's,"2353 Frederick Douglass Blvd, New York, NY 10027","40.81112, -73.95087",122,3.5,10027,chinese
UBY796Pa8HAuqC2uRR0WNg,Dim Sum Sam,"240 W 40th St, New York, NY 10018","40.75528293362041, -73.98958209999999",9,4.5,10018,chinese
wqdFd3DZD_uTXRW784mFkg,A-Pou's Taste,"963 Grand St, Brooklyn, NY 11211","40.71326, -73.93616",88,4.5,11211,chinese
pBIvJHn65iqlUh1L2tN-qg,TAO Downtown Restaurant,"92 9th Ave, New York, NY 10011","40.742543316070794, -74.00384559819703",1577,3.5,10011,chinese
97q5nUQTuBo_h00XCxna2A,Tasty Hand-Pulled Noodles,"1 Doyers St, New York, NY 10013","40.7142, -73.99787",1733,4.0,10013,chinese
9IT7UsL-SGEz6ncR4oeJ9g,Tam Sang Thai Kitchen,"331 Lexington Ave, New York, NY 10016","40.74939, -73.97738",126,3.5,10016,chinese
k8GFfCXO2FIIJIo0ICYSRA,Bao Bao Cafe,"106 Greenwich St, New York, NY 10006","40.70854, -74.01367",227,4.0,10006,chinese
IjRxYyr41Yl1fGhIrss1vg,Kokage,"125 E 39th St, New York, NY 10016","40.7498614, -73.9777215",107,4.0,10016,chinese
qhXIW0LDT4XsoN2IE6dZHg,Ahimsa,"204 E 38th St, New York, NY 10016","40.7478959, -73.9758638",179,4.5,10016,chinese
0d9H27ztGyGHMENp2afAqA,Xi'an Famous Foods,"26-19 Jackson Ave, Long Island City, NY 11101","40.7475637, -73.9417967",142,4.0,11101,chinese
L9SuMN3UsGipopWOe3pr9w,Chiko,"954 Manhattan Ave, Brooklyn, NY 11222","40.7319, -73.95422",47,5.0,11222,chinese
qiw9Kgsu5YVGrQL_OeDmcQ,Hide-Chan Ramen,"248 E 52nd St, Fl 2, New York, NY 10022","40.75613, -73.9682",1363,3.5,10022,chinese
HScFap2SwbUlfC-QXVkxFA,Xi'an Famous Foods,"37 W 43rd, New York, NY 10036","40.755136, -73.982194",1681,4.0,10036,chinese
YC-wGlO0oOkEIaCEDZv-ag,Yakitori Totto,"251 W 55th St, Fl 2, New York, NY 10019","40.765375, -73.983114",1388,4.0,10019,chinese
fVsH6QIJPzXpVbgmeiolsA,Jungsik,"2 Harrison St, New York, NY 10013","40.7188032533572, -74.0090829725856",702,4.5,10013,chinese
GuzlMBKNoClNx5I1-x-DDg,53 NYC,"53 W 53rd St, New York, NY 10019","40.76179318437133, -73.9780863",12,4.5,10019,chinese
CHW9sTtJxM6z8cqEy84aWg,VCafe,"345 Greenwich St, New York, NY 10013","40.718499, -74.0103228",200,3.5,10013,chinese
5tWpAFpF618KJxBhHJzF7g,E Noodle 粥麵館 - Chinatown,"5 Catherine St, New York, NY 10038","40.71379, -73.99731",130,4.0,10038,chinese
B9Mbi12NpBJkZcRtQNtMBA,Malaysia Grill,"224 W 104th St, New York, NY 10024","40.79948, -73.96775",325,4.0,10024,chinese
4pnfZWTgH2924iEKRa0hkw,Hot Fish 川天下,"450 Hackensack Ave, Ste 6, Hackensack, NJ 07601","40.9088271630796, -74.0311849391366",100,4.0,07601,chinese
iHiEMvbpLzNYTMsd5-VnQw,Jacob Soul Food Restaurant,"373 Lenox Ave, New York, NY 10027","40.810025, -73.9439219",382,4.0,10027,chinese
MMotl_bi3-5JRra91A2jLA,Satay Malaysian Cuisine,"99 Washington St, Hoboken, NJ 07030","40.73731, -74.03066",580,4.0,07030,chinese
hBbAmEYXM4L03AU9Vt_p9g,Hong Kong Station,"157 W 47th St, New York, NY 10036","40.75894, -73.98372",128,3.5,10036,chinese
AeNU0DYNtYDVPGnWAIh-0Q,Wok To Walk,"570 8th Ave, New York, NY 10018","40.754722, -73.991287",403,3.5,10018,chinese
6wJOojpF2c4lLeBNbTBB0A,Baoburg,"614 Manhattan Ave, Brooklyn, NY 11222","40.7234929271998, -73.9503321851175",285,4.0,11222,chinese
hNFe8WhCibrqT4sFcZmAgw,Kong Sihk Tong 港食堂,"65 Bayard St, New York, NY 10013","40.715433714742154, -73.9981186386701",523,4.0,10013,chinese
aWkekCYI9zNA6xDwYEtYpg,Wuish Kitchen & Bar,"6 Platt St, New York, NY 10038","40.70731, -74.00649",53,4.0,10038,chinese
dpCSDy9uefOEcY44FHss2Q,Hyo Dong Gak,"51 W 35th St, New York, NY 10001","40.7501219, -73.9862269",428,3.5,10001,chinese
i6CpYdmMYoz712bRWTWVgQ,Piggyback by Pig and Khao,"140 W 30th St, New York, NY 10001","40.747961, -73.99163",58,4.5,10001,chinese
9WgsvzaiXNAmmQGD0uQxFQ,Thai Holic,"372 Myrtle Ave, Brooklyn, NY 11205","40.693005, -73.971286",515,4.5,11205,chinese
GJZnf3B-ADjlCV1NXsHvGQ,Tang's Garden,"1328 3rd Ave, New York, NY 10021","40.7722574, -73.9589547",103,3.0,10021,chinese
C2o3Iw-DXjoUJFgQIbiqkQ,BoCaphe,"222 Lafayette St, New York, NY 10012","40.722062, -73.997587",1697,4.0,10012,chinese
bgnM6uy66zupYzb4QdL3vA,108 Food Dried Hot Pot,"2794 Broadway, New York, NY 10025","40.80265, -73.96721",161,3.5,10025,chinese
nBm-zxAWg_oA8JNtHxPvcw,Di Di Dumpling,"38 Lexington Ave, New York, NY 10010","40.74017, -73.98452",222,3.5,10010,chinese
ipPhk_Tmp2JYInPWJR-ZgQ,Dun Huang,"27-23 Jackson Ave, Queens, NY 11101","40.748034191355224, -73.94037311324054",16,4.0,11101,chinese
wcrra8bgoqXVcZpMM5fE1g,Fishmarket II,"171 Avenue A, New York, NY 10009","40.72835, -73.98204",15,5.0,10009,chinese
vPbJRg5umcRMELTDsJik_A,Sariku Sushi & Hong Kong Noodle,"174 Lexington Ave, New York, NY 10016","40.7444, -73.98146",45,3.5,10016,chinese
7VqMGK9uwi0vKqOjdKyIUA,Catch NYC,"21 9th Ave, New York, NY 10014","40.740234, -74.006342",2583,3.5,10014,chinese
mhhTORjUdXj-UIDjyGmhBg,Estiatorio Milos - Midtown New York,"125 W 55th St, New York, NY 10019","40.763757197045905, -73.97883311779108",993,4.0,10019,chinese
9-vKFnUby_6-pR6UJxjzMw,Sun Hing Lung Co,"58 Henry St, New York, NY 10002","40.7127362, -73.9950764600962",205,4.5,10002,chinese
J85NKgA4tOgBAoqxu0vBNw,Sushi Damo,"330 W 58th St, New York, NY 10019","40.76778, -73.98358",319,3.5,10019,chinese
DNSFvZtdsqkaidmFSpm-Jw,Soba Noodle Azuma,"251 W 55th St, New York, NY 10019","40.76526, -73.9832",356,4.0,10019,chinese
E1QQuFMX7DAEt8jV4attkA,Taste Good,"18 W 25th St, New York, NY 10010","40.743278, -73.9901113411045",98,3.5,10010,chinese
v0opDMezc6pKgdfR22KUnQ,Da Tang Szechuan,"18 W 38th St, New York, NY 10018","40.75128, -73.98376",302,4.5,10018,chinese
oyxk3hv9F7dGZGARmNDSYg,Zoob Zib Thai Authentic Noodle Bar,"460 9th Ave, New York, NY 10018","40.75438, -73.99536",378,4.0,10018,chinese
AfF4zVbVI27zwgkzOLYDFg,Xi'an Famous Foods,"648 Manhattan Ave, Brooklyn, NY 11222","40.7243301734731, -73.9509299397469",244,4.0,11222,chinese
1zGj_OBB4Ne1BevScnWANQ,Yin Traditional Hot Pot,"23-10 Jackson Ave, Long Island City, NY 11101","40.745783, -73.945178",33,3.5,11101,chinese
D-PPbfPcCNyKs7w0J4tMvQ,East Palace,"819 2nd Ave, New York, NY 10017","40.751009261748735, -73.97158733833835",95,3.0,10017,chinese
2YYXbDTL9G6LyuNvZGCvyQ,Astoria Dragon and Phoenix,"29-21 Astoria Blvd, Astoria, NY 11102","40.770487844385265, -73.91895974878074",18,4.5,11102,chinese
ZdLS7gD1ulmCPkqNc9_S3A,Keming Restaurant,"1006 Washington St, Hoboken, NJ 07030","40.74893, -74.02772",184,4.0,07030,chinese
3fBiB3slTfBpmf39vD7sJw,Jade Garden,"4028 Broadway, New York, NY 10032","40.841846, -73.938944",103,3.5,10032,chinese
eQKYZWnBjPUjINAnFmrmbA,P.F. Chang's,"10 Port Imperial Blvd W, West NY, NJ 07093","40.7802837, -74.00958480000001",537,3.0,07093,chinese
Cyv-tW4BljwWnP16HI_zAg,Taste Kitchen,"316 W 36th St, New York, NY 10018","40.75374, -73.99342",48,3.0,10018,chinese
yVI01P3ApyLlkqtOfgki7A,Bei Jing Chinese Foods,"860 10th Ave, New York, NY 10019","40.768619, -73.98851",25,3.5,10019,chinese
0cQcKV7eCOhw7OnflOzr9w,Zhongzhong Noodles - Roosevelt Island,"568 Main St, New York, NY 10044","40.762592, -73.949215",64,4.5,10044,chinese
D0EV-xXaUUi35raZ_hWg-w,Momofuku Ssam Bar,"89 South St, Pier 17, New York, NY 10038","40.705476024827576, -74.0016428",78,4.0,10038,chinese
uuDvk4EsRUkeTj4jVKJOpw,Rue 57,"60 W 57th St, New York, NY 10019","40.7640285260993, -73.9770378404755",1215,3.5,10019,chinese
shwaY4v3fx9tjalvHVIBxQ,Tengri Tagh Uyghur Cuisine,"144 W 37th St, New York, NY 10018","40.75246221952214, -73.98871967056284",62,4.5,10018,chinese
F2KRHRtnIAZJezs9UC2u6w,Chelsea Golden Wok,"209 8th Ave, New York, NY 10011","40.74401, -73.999824",68,3.0,10011,chinese
OLSSJIp8pu5UlugTF7tuHA,Ootoya Chelsea,"8 W 18th St, New York, NY 10011","40.73881, -73.99279",1476,4.0,10011,chinese
iueVEi_vQxdAzdXs-8Fvrg,Atami Japanese Fusion,"1167 2nd Ave, New York, NY 10065","40.76226, -73.9635",161,4.0,10065,chinese
Ew3d7Vt18c1MH4_X6ogxQQ,Banh Mi Zon,"443 East 6th St, New York, NY 10009","40.7256861, -73.9842575",336,4.5,10009,chinese
k0fnJRSV8tzM2bzkvFdlGg,Bonnie's,"398 Manhattan Ave, Brooklyn, NY 11211","40.71783, -73.94651",49,4.0,11211,chinese
Ig5-xwGEXMFssmwIvzxCRQ,Silky Kitchen,"30-02 39th Ave, Long Island City, NY 11101","40.7527653, -73.9333576",12,4.5,11101,chinese
iB1tr_xJk7aAt0AhewoB9Q,Thai-Nam Restaurant,"137 E 45th St, New York, NY 10017","40.7532501, -73.9740524",44,2.0,10017,chinese
SXH-A8k7t7C_lmzzVdWQTg,Golden Palace,"1619 86th St, Brooklyn, NY 11214","40.610031, -74.006664",124,3.0,11214,chinese
rn6SmSqAYx2kLFIAxytMMQ,Kajitsu,"125 E 39th St, New York, NY 10016","40.7498614, -73.9777215",289,4.0,10016,chinese
TeBthQZ2xpxyvXheS08ovw,Blue Ribbon Sushi Izakaya,"187 Orchard St, New York, NY 10002","40.7220839812692, -73.9882245327093",551,4.0,10002,chinese
d6i6sGHtPmyUkHze5S1lIQ,Hunan House I,"382 Summit Ave, Jersey City, NJ 07306","40.72857, -74.06242",55,4.0,07306,chinese
_kaQarBVxm8rHnyeFlCwTQ,Cafe 22,"5 Times Sq, Fl 22, New York, NY 10036","40.75599, -73.98724",14,4.0,10036,chinese
Q1TpfbuPwKPFrNFyu-u2_g,Han Dynasty,"1 Dekalb Ave, Brooklyn, NY 11201","40.6911319610036, -73.9825977757573",355,3.5,11201,chinese
PGeL1b4xNJggpZsHEGoxjg,Mr Chow,"121 Hudson St, New York, NY 10013","40.7162608674808, -74.00935559331678",435,3.0,10013,chinese
L37A2JWXfwR_PgKColA8xA,Big Wong,"67 Mott St, New York, NY 10013","40.71627244103162, -73.99827844267524",1506,3.5,10013,chinese
YigPOZxASGQX1IniEyCp8g,La Dinastia,"145 W 72nd St, New York, NY 10023","40.77833, -73.98022",179,3.5,10023,chinese
T_72OxeFKvdzX-mKEztHdQ,Flame,"5740 Broadway, Unit 5, Bronx, NY 10463","40.882742, -73.901366",147,4.0,10463,chinese
yQiII2hHgV5aEMtIA2VG0Q,Chai Thai Kitchen,"930 8th Ave, New York, NY 10019","40.76541, -73.98352",620,3.5,10019,chinese
eRtceh_W_yniAfCqJni5Bg,Go! Go! Curry!,"273 W 38th St, New York, NY 10018","40.7547, -73.991055",1490,4.0,10018,chinese
wxUTM-FkpCvnoTGJfSXkWg,China King,"285 3rd Ave, New York, NY 10010","40.738249, -73.98336516258168",48,3.0,10010,chinese
Pfjb9Rn5Th7R-pLXVARwlA,Jin Ramen - West Harlem,"3183 Broadway, New York, NY 10027","40.8154774, -73.9587672",1130,4.0,10027,chinese
7hyQqnnAisSL-nfIWCPziQ,Chop Shop,"254 10th Ave, New York, NY 10001","40.7486687, -74.0031128",259,4.0,10001,chinese
jfnDwWBGK4JoWE5jbeKxSw,Chu Ros Thai,"1590 Lexington Ave, New York, NY 10029","40.78922, -73.94873",152,4.5,10029,chinese
9HD5HQiTkURkx5i7hL92EA,Spicy Moon West Village,"68 W 3rd St, New York, NY 10012","40.729318, -73.99832",258,4.5,10012,chinese
1UtavhY5umBJPJkP2jJGMw,Memories of Shanghai,"68-60 Austin St, Forest Hills, NY 11375","40.722059732800346, -73.85061884110445",224,4.5,11375,chinese
hdiQrGDT8enOzpxaipBzNA,Mee Noodle Shop & Grill,"223 1st Ave, New York, NY 10003","40.7309882, -73.983084",137,3.0,10003,chinese
gXnC_aZR09BvqEQKGKFjBg,BCD Tofu House,"5W 32nd St, New York, NY 10001","40.747509, -73.986079",2253,4.0,10001,chinese
oJjMYhA6z1_BVaQpSdyl8g,Golden Forest,"353 Grand St, New York, NY 10002","40.7167, -73.98945",209,4.0,10002,chinese
KBZQN540Xz6LbXLRVOMc0w,Hunan Delight,"1467 York Ave, New York, NY 10075","40.770678, -73.951296",198,3.5,10075,chinese
-EqTI_ssZs0iNM39KjzlQA,River House Chinese Cuisine,"725 River Rd, Edgewater, NJ 07020","40.8197069486449, -73.977166166197",155,4.0,07020,chinese
U0deo-JRQmHrru0uSf6QWA,Virgil's Real BBQ - New York,"152 W 44th St, Times Square, New York, NY 10036","40.75685, -73.9851",1723,3.5,10036,chinese
CgYWuNH0UHd5vp2vGgKflw,Wagamama - Murray Hill,"605 3rd Ave, New York, NY 10158","40.74909, -73.9754",416,4.0,10158,chinese
YvAeVNrMQGim9VTkilwUgA,Chinah FiDi,"100 Maiden Ln, New York, NY 10038","40.706649, -74.007166",67,4.5,10038,chinese
m2Zsy2UAkcDf0cRzk2Yoqw,Madame Vo,"212 E 10th St, New York, NY 10003","40.72925, -73.98612",965,4.0,10003,chinese
rPKXTHDgtGI4XEo2HuVpow,Mr. Jones Supper Club,"22 Jones St, New York, NY 10014","40.7317819, -74.0025704",63,5.0,10014,chinese
MD-GiizNpmFbuDIdKGzXnA,Mekong,"917 Columbus Ave, New York, NY 10025","40.7984, -73.96326",74,4.0,10025,chinese
2tR7d61tBGNlGaJRYvrN0Q,Dumplings & Things,"45-26 46th St, Sunnyside, NY 11104","40.7425888323281, -73.9189697784327",190,3.5,11104,chinese
